1,35,40
1.42,31.44,40
1.85,32.5,40
2.39,34.76,40
3.03,36.52,40
3.77,38.22,40
4.6,39.69,40
5.52,41.01,40
6.52,42.17,40
7.5,43.19,40
8.44,44.55,40
9.36,45.86,40
10.25,47.17,40
11.11,48.41,40
11.95,49.63,40
12.76,50.79,40
13.56,51.92,40
14.33,53.01,40
15.09,54.07,40
15.83,55.09,40
16.55,56.06,40
17.26,56.99,40
17.95,57.9,40
18.62,58.76,40
19.28,59.61,40
19.93,60.4,40
20.56,61.17,40
21.18,61.91,40
21.79,62.61,40
22.39,63.27,40
22.97,63.91,40
23.55,64.52,40
24.11,65.08,40
24.66,65.62,40
25.2,66.14,40
25.74,66.62,40
26.26,67.07,40
26.77,67.51,40
27.28,67.9,40
27.77,68.27,40
28.26,68.6,40
28.74,68.91,40
29.21,69.2,40
29.68,69.46,40
30.13,69.7,40
30.58,69.91,40
31.02,70.09,40
31.45,70.25,40
31.88,70.38,40
32.3,70.49,40
32.71,70.57,40
33.12,70.63,40
33.52,70.67,40
33.91,70.69,40
34.3,70.68,40
34.68,70.65,40
35.05,70.6,40
35.42,70.53,40
35.79,70.43,40
36.14,70.32,40
36.5,70.18,40
36.85,70.02,40
37.19,69.85,40
37.53,69.65,40
37.86,69.44,40
38.19,69.2,40
38.51,68.95,40
38.83,68.67,40
39.14,68.38,40
39.45,68.07,40
39.75,67.74,40
40.05,67.39,40
40.35,67.03,40
40.64,66.65,40
40.93,66.25,40
41.21,65.84,40
41.49,65.4,40
41.76,64.96,40
42.04,64.49,40
42.3,64.01,40
42.57,63.51,40
42.83,63,40
43.08,62.47,40
43.34,61.93,40
43.59,61.37,40
43.83,60.8,40
44.07,60.21,40
44.31,59.61,40
44.55,58.99,40
44.78,58.36,40
45.01,57.72,40
45.24,57.07,40
45.46,56.39,40
45.68,55.71,40
45.9,55.01,40
46.12,54.3,40
46.33,53.58,40
46.54,52.84,40
46.74,52.09,40
46.95,51.33,40
47.15,50.55,40
47.35,49.76,40
47.54,48.97,40
47.73,48.16,40
47.93,47.34,40
48.11,46.51,40
48.3,45.66,40
48.48,44.81,40
48.66,43.94,40
48.84,43.07,40
49.01,42.18,40
49.1,41.33,40
49.13,40.85,40
49.11,40.29,40
49.05,39.81,40
48.95,39.36,40
48.81,38.96,40
48.64,38.59,40
48.44,38.25,40
48.22,37.96,40
47.98,37.69,40
47.73,37.45,40
47.46,37.24,40
47.18,37.07,40
46.89,36.91,40
46.59,36.78,40
46.29,36.68,40
45.99,36.59,40
45.68,36.53,40
45.38,36.48,40
45.08,36.45,40
44.78,36.44,40
44.48,36.44,40
44.19,36.45,40
43.91,36.48,40
43.63,36.52,40
43.36,36.57,40
43.1,36.63,40
42.84,36.69,40
42.6,36.76,40
42.36,36.84,40
42.14,36.92,40
41.92,37.01,40
41.71,37.1,40
41.52,37.19,40
41.33,37.28,40
41.16,37.38,40
40.99,37.47,40
40.84,37.57,40
40.69,37.66,40
40.55,37.76,40
40.43,37.85,40
40.31,37.94,40
40.2,38.03,40
40.11,38.12,40
40.01,38.2,40
39.93,38.28,40
39.86,38.36,40
39.79,38.44,40
39.73,38.51,40
39.68,38.58,40
39.63,38.64,40
39.59,38.71,40
39.56,38.77,40
39.53,38.82,40
39.51,38.87,40
39.49,38.92,40
39.47,38.97,40
39.46,39.01,40
39.45,39.05,40
39.45,39.09,40
39.45,39.12,40
39.45,39.16,40
39.46,39.18,40
39.46,39.21,40
39.47,39.23,40
39.48,39.26,40
39.5,39.27,40
39.51,39.29,40
39.52,39.3,40
39.54,39.32,40
39.56,39.33,40
39.58,39.34,40
39.59,39.34,40
39.61,39.36,40
39.63,39.35,40
39.65,39.37,40
39.67,39.36,40
39.69,39.36,40
39.7,39.37,40
39.72,39.37,40
39.74,39.37,40
39.76,39.37,40
39.77,39.36,40
39.79,39.36,40
39.81,39.36,40
39.82,39.35,40
39.84,39.35,40
39.85,39.35,40
39.87,39.34,40
39.88,39.34,40
39.89,39.33,40
39.9,39.33,40
39.91,39.32,40
39.92,39.32,40
39.93,39.31,40
39.94,39.31,40
39.95,39.3,40
39.96,39.3,40
39.97,39.29,40
39.98,39.29,40
39.98,39.28,40
39.99,39.28,40
39.99,39.27,40
40,39.27,40
40,39.26,40
40.01,39.26,40
40.01,39.25,40
40.01,39.25,40
40.02,39.25,40
40.02,39.24,40
40.02,39.24,40
40.02,39.24,40
40.02,39.23,40
40.03,39.23,40
40.03,39.23,40
40.03,39.23,40
40.03,39.22,40
40.03,39.22,40
40.03,39.22,40
40.03,39.22,40
40.03,39.22,40
40.03,39.21,40
40.03,39.21,40
40.03,39.21,40
40.03,39.21,40
40.03,39.21,40
40.03,39.21,40
40.03,39.21,40
40.02,39.21,40
40.02,39.21,40
40.02,39.21,40
40.02,39.21,40
40.02,39.2,40
40.02,39.21,40
40.02,39.2,40
40.02,39.2,40
40.02,39.2,40
40.02,39.2,40
40.01,39.2,40
40.01,39.2,40
40.01,39.2,40
40.01,39.2,40
40.01,39.21,40
40.01,39.21,40
40.01,39.21,40
40.01,39.21,40
40.01,39.21,40
40.01,39.21,40
40.01,39.21,40
40.01,39.21,40
